income_year,normalized_income_range,income_range_display,sex,taxable_status,age_range_display,individuals_count,total_income_amount,net_tax_amount
2010–11,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,45 - 49,1819.0,4282041166.4414964,1856071253.5565934
2010–11,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,50 - 54,1683.0,4266522440.2260957,1843725274.2270358
2010–11,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,55 - 59,1299.0,3379396773.8410683,1441872605.003829
2010–11,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,60 - 64,917.0,2606861371.94979,1113515612.2791023
2010–11,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,65 - 69,487.0,1571108365.9200544,666307701.6081452
2010–11,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,70 - 74,206.0,753123077.8810567,327976021.5505525
2010–11,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,75 and over,307.0,958074631.2966455,400298324.7692709
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,18 - 24,150984.0,2681087557.9049435,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,25 - 29,63710.0,1174523370.2558804,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,30 - 34,58897.0,1091330819.6994164,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,35 - 39,60656.0,1133364539.637945,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,40 - 44,55711.0,1049211811.702488,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,45 - 49,46826.0,889750263.5291755,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,50 - 54,42880.0,820080406.1512806,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,55 - 59,53163.0,1080113944.9546819,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,60 - 64,60254.0,1202951678.1720178,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,65 - 69,43136.0,885198262.6929387,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,70 - 74,27595.0,579075546.8067198,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,75 and over,33954.0,729542040.2078692,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,Under 18,20962.0,311695587.2973228,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,18 - 24,66929.0,1685333827.544573,28346428.427238587
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,25 - 29,26870.0,681208768.6146318,13338957.597586976
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,30 - 34,22564.0,575949891.1174392,10920979.86815637
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,35 - 39,23935.0,614609015.7831831,11310621.88113226
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,40 - 44,24304.0,624816841.2420828,12004895.25749147
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,45 - 49,23065.0,593756308.735995,11469490.984628743
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,50 - 54,22112.0,576577685.3675356,11434059.817472626
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,55 - 59,8725.0,239807144.00816908,3801937.5154569424
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,60 - 64,8240.0,232908625.17784142,3648998.6589717926
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,65 - 69,1484.0,45219908.67328256,1320144.0421965925
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,70 - 74,646.0,19925020.843593605,658101.234539347
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,75 and over,653.0,16733426.337038305,789557.8666779725
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,Under 18,2861.0,65208027.30196591,1889418.1151418048
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,18 - 24,132654.0,2386388064.512823,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,25 - 29,50046.0,929278419.3603325,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,30 - 34,31918.0,610959276.1835291,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,35 - 39,28355.0,558814525.6260071,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,40 - 44,28082.0,551634861.307278,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,45 - 49,28302.0,562682543.7014197,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,50 - 54,27692.0,552921818.678483,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,55 - 59,33932.0,717686892.7892569,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,60 - 64,45404.0,943899664.1888075,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,65 - 69,44104.0,924337780.852614,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,70 - 74,31302.0,658129174.5624387,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,75 and over,36578.0,785012464.3366047,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,Under 18,22077.0,348271530.0478525,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,18 - 24,65880.0,1704410175.7380373,28794029.888011716
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,25 - 29,25619.0,655820287.8136332,13237519.223765243
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,30 - 34,15334.0,396229852.44381195,8524689.803129947
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,35 - 39,12452.0,327919872.8714809,7111655.848625897
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,40 - 44,12169.0,318918242.4376806,7418709.9229087
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,45 - 49,12444.0,326081200.9411483,7561415.334676448
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,50 - 54,12497.0,335113557.26428825,7792408.969773046
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,55 - 59,5734.0,160190799.0570278,3705125.83970984
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,60 - 64,7442.0,214696165.38738784,3992793.2697156407
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,65 - 69,1614.0,54628849.02743636,1625702.454630233
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,70 - 74,753.0,25993388.637051795,787015.8464924375
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,75 and over,642.0,17466958.624633435,789834.465861546
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,Under 18,5106.0,124403487.16828272,2771012.4042143403
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Female,Non Taxable,55 - 59,217.0,30163624.468822837,0.0
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Female,Non Taxable,60 - 64,2.0,356072.8325289982,0.0
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Female,Non Taxable,75 and over,0.0,4596.878051308301,0.0
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,18 - 24,4848.0,604843688.885059,149876289.14867592
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,25 - 29,25926.0,3290096425.7125936,804915818.643923
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,30 - 34,43404.0,5675343847.268015,1401687186.9759684
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,35 - 39,46150.0,6103941545.7229,1511159243.4363146
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,40 - 44,47567.0,6294044501.640526,1554567295.3582416
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,45 - 49,48229.0,6352436294.855885,1561607577.1420286
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,50 - 54,45996.0,6047586255.188347,1470226857.7196174
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,55 - 59,33790.0,4492123758.964153,1029020123.4017631
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,60 - 64,16284.0,2206840257.520048,513521518.000373
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,65 - 69,6067.0,846211315.6494212,195585413.48710153
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,70 - 74,3232.0,454440316.9270562,106787635.00437269
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,75 and over,9256.0,1278874185.9449792,304043984.25290585
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,Under 18,89.0,10840894.977271933,2858983.5987469787
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Male,Non Taxable,35 - 39,2.0,547079.5078990469,0.0
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Male,Non Taxable,40 - 44,4.0,890522.8715012299,0.0
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Male,Non Taxable,45 - 49,2.0,453133.2146239773,0.0
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Male,Non Taxable,50 - 54,7.0,1081401.0007452816,0.0
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Male,Non Taxable,55 - 59,238.0,32564597.582876623,0.0
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Male,Non Taxable,60 - 64,7.0,1055207.0335141553,0.0
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Male,Non Taxable,75 and over,0.0,6714.855727569146,0.0
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Male,Taxable,18 - 24,17426.0,2288881026.3269477,563009986.0886761
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Male,Taxable,25 - 29,62359.0,8322442009.81368,2043441104.502172
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Male,Taxable,30 - 34,99701.0,13547444849.480286,3345548775.7494164
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Male,Taxable,35 - 39,117465.0,16155106058.738825,4012469469.9701953
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Male,Taxable,40 - 44,117355.0,16157527285.316353,4011986821.568122
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Male,Taxable,45 - 49,110864.0,15256353999.231907,3782168834.066786
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Male,Taxable,50 - 54,100421.0,13794491804.645287,3397906962.0533457
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Male,Taxable,55 - 59,76378.0,10494417139.27272,2479665509.075901
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Male,Taxable,60 - 64,41716.0,5775807138.193472,1360597087.319593
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Male,Taxable,65 - 69,13714.0,1935917293.4617553,440164824.50692
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Male,Taxable,70 - 74,4779.0,690120256.5889876,154331946.62111938
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Male,Taxable,75 and over,8140.0,1129837187.62938,261322815.6581589
2010–11,"$100,001 to $150,000","$100,001 to $150,000",Male,Taxable,Under 18,101.0,12908032.862743268,3349562.7107684202
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Female,Non Taxable,55 - 59,95.0,15881718.675920412,0.0
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Female,Non Taxable,60 - 64,3.0,450293.66777837544,0.0
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Female,Taxable,18 - 24,1099.0,177003244.88942432,48929089.9419611
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Female,Taxable,25 - 29,5158.0,828411412.4923403,224597161.66806725
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Female,Taxable,30 - 34,11724.0,1915789435.5805285,520623956.07979673
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Female,Taxable,35 - 39,13796.0,2276915862.4143677,618965919.7050973
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Female,Taxable,40 - 44,13989.0,2317644554.527294,628179152.7773932
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Female,Taxable,45 - 49,13417.0,2217583573.0351014,599321827.3624151
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Female,Taxable,50 - 54,11769.0,1956230711.1109397,521936827.82180995
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Female,Taxable,55 - 59,9092.0,1527118549.814487,372075378.1063078
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Female,Taxable,60 - 64,4418.0,761395412.3183671,193454125.0183033
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Female,Taxable,65 - 69,1996.0,347992870.9151322,88286263.80328201
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Female,Taxable,70 - 74,1236.0,213301786.67005697,55149708.640291356
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Female,Taxable,75 and over,3897.0,654921541.9150571,170798660.1038411
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Female,Taxable,Under 18,17.0,2737205.511372023,767112.3936534486
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Male,Non Taxable,35 - 39,3.0,698282.4974639716,0.0
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Male,Non Taxable,40 - 44,6.0,1136647.463087604,0.0
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Male,Non Taxable,45 - 49,3.0,578371.1292836382,0.0
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Male,Non Taxable,50 - 54,8.0,1380280.8927359735,0.0
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Male,Non Taxable,55 - 59,104.0,17345269.077285994,0.0
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Male,Non Taxable,60 - 64,8.0,1334012.3744519434,0.0
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Male,Taxable,18 - 24,4886.0,797576054.7648544,215918394.8584041
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Male,Taxable,25 - 29,18906.0,3108134092.4380302,837192235.5585942
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Male,Taxable,30 - 34,35085.0,5826725938.860342,1569750257.2263765
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Male,Taxable,35 - 39,45323.0,7590014644.715127,2047911661.0065799
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Male,Taxable,40 - 44,45264.0,7592836703.516959,2048789957.4393067
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Male,Taxable,45 - 49,42822.0,7173770799.457108,1931019148.5417855
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Male,Taxable,50 - 54,37844.0,6344293720.426041,1699044887.3760602
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Male,Taxable,55 - 59,27832.0,4683443018.932446,1199682049.8627377
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Male,Taxable,60 - 64,15032.0,2560600160.863712,659861021.6083022
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Male,Taxable,65 - 69,5021.0,871444305.0654303,218418347.89795357
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Male,Taxable,70 - 74,1839.0,326495944.66453123,80832139.01464331
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Male,Taxable,75 and over,3277.0,553146788.2697998,142897389.70055354
2010–11,"$150,001 to $200,000","$150,001 to $200,000",Male,Taxable,Under 18,31.0,4954965.142644406,1414502.000359847
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,18 - 24,20123.0,418320721.8476836,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,25 - 29,12081.0,303501903.78314406,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,30 - 34,12140.0,315762533.2886175,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,35 - 39,13011.0,343921475.8182728,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,40 - 44,11934.0,315891759.3213728,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,45 - 49,9268.0,240446137.0529765,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,50 - 54,7279.0,178716386.8455194,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,55 - 59,8970.0,223585106.2618525,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,60 - 64,12158.0,319313217.59752923,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,65 - 69,18030.0,542785026.676965,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,70 - 74,12859.0,389255016.6648716,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,75 and over,24202.0,769024608.6071903,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,Under 18,1812.0,31090398.201677583,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,18 - 24,77655.0,2604833183.0768456,152525153.45973074
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,25 - 29,38946.0,1348166664.2245095,78703375.981159
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,30 - 34,32459.0,1121287987.5504274,64274265.56170638
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,35 - 39,35317.0,1219576152.575896,69587650.23076995
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,40 - 44,38642.0,1337205788.8533285,77052602.21622461
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,45 - 49,39061.0,1361337287.2089028,79272009.71008101
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,50 - 54,37326.0,1307935663.2277584,76654309.56804235
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,55 - 59,30212.0,1073884783.736039,45765284.93203218
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,60 - 64,22504.0,806665734.8224876,33895210.71245935
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,65 - 69,3804.0,151746643.0754363,5340263.345850779
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,70 - 74,1680.0,67833665.9800186,2248217.4969961303
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,75 and over,1934.0,74054473.36060764,2403144.221973859
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,Under 18,1123.0,33006877.30311728,1757537.2872823942
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,18 - 24,15913.0,313371131.86777765,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,25 - 29,7251.0,162069890.7460472,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,30 - 34,5016.0,117994842.1596669,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,35 - 39,4439.0,105321575.56397848,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,40 - 44,4252.0,99830594.11028215,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,45 - 49,4245.0,99872598.57893316,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,50 - 54,4235.0,101754512.37490076,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,55 - 59,6130.0,160837893.36940765,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,60 - 64,8192.0,215231506.39022613,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,65 - 69,18293.0,560764326.0924648,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,70 - 74,12716.0,384428849.179088,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,75 and over,19037.0,588469666.4998953,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,Under 18,2074.0,36852150.12348733,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,18 - 24,79282.0,2735155591.067919,155522553.32934728
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,25 - 29,37486.0,1315145311.069377,73953334.68099786
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,30 - 34,24172.0,854628010.6451594,47086449.1257626
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,35 - 39,20972.0,745486973.7035596,40659631.56151002
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,40 - 44,20330.0,723068994.5185094,39458925.42186018
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,45 - 49,20150.0,713681487.9548961,39303977.9997904
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,50 - 54,19827.0,710401484.0558941,39026764.18677302
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,55 - 59,18034.0,660620054.6597264,26457936.162688136
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,60 - 64,19772.0,727381379.3304017,28678863.430591777
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,65 - 69,4488.0,188814530.83804756,6165374.286745654
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,70 - 74,1984.0,84808892.11412045,2546009.006673054
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,75 and over,2270.0,86657809.9836065,2495272.9672214645
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,Under 18,2719.0,84832585.16066551,4422089.750663477
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Female,Non Taxable,55 - 59,65.0,13875053.269677717,0.0
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Female,Non Taxable,60 - 64,0.0,0.0035074687646224124,0.0
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Female,Taxable,18 - 24,1128.0,263197492.60738632,81760801.69259217
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Female,Taxable,25 - 29,1371.0,313284327.4848654,95047902.58543894
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Female,Taxable,30 - 34,3626.0,823763020.4902393,248324216.30330858
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Female,Taxable,35 - 39,5563.0,1270812556.2663932,381328820.83109164
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Female,Taxable,40 - 44,6552.0,1503735222.2086525,449883270.6280159
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Female,Taxable,45 - 49,5961.0,1375885575.095243,409722567.447547
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Female,Taxable,50 - 54,4833.0,1137100110.558415,331604551.2434791
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Female,Taxable,55 - 59,3845.0,908347773.3973018,233680989.57759506
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Female,Taxable,60 - 64,2141.0,520905937.78041744,143932271.47212088
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Female,Taxable,65 - 69,1187.0,287004279.8940799,80363462.6227422
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Female,Taxable,70 - 74,790.0,187217801.9739944,53332030.694827035
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Female,Taxable,75 and over,2250.0,515900435.4301608,149011977.5824516
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Female,Taxable,Under 18,10.0,2313286.3383167754,783458.0246486493
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Male,Non Taxable,35 - 39,5.0,1286495.5135654681,0.0
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Male,Non Taxable,40 - 44,10.0,2326400.6270494666,0.0
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Male,Non Taxable,45 - 49,10.0,2001016.5848999273,0.0
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Male,Non Taxable,50 - 54,5.0,1387052.694914181,0.0
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Male,Non Taxable,55 - 59,65.0,13945381.400435023,0.0
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Male,Non Taxable,60 - 64,0.0,0.010391011621582192,0.0
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Male,Taxable,18 - 24,1704.0,392772023.84032226,120026512.72277965
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Male,Taxable,25 - 29,4277.0,966126812.8118031,288395706.93498194
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Male,Taxable,30 - 34,10446.0,2368034630.6755123,703393926.7534057
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Male,Taxable,35 - 39,17207.0,3927965278.8655195,1166190713.214686
2010–11,"$200,001 to $250,000","$200,001 to $250,000",Male,Taxable,40 - 44,18593.0,4259882236.916258,1261037016.4558885
