income_year,normalized_income_range,income_range_display,sex,taxable_status,age_range_display,individuals_count,total_income_amount,net_tax_amount
2010–11,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,75 and over,95.0,787687.0,203470.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,Under 18,15490.0,197927616.0,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,18 - 24,148445.0,2076777555.0,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,25 - 29,63010.0,914967400.0,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,30 - 34,58220.0,849505084.0,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,35 - 39,60375.0,885546519.0,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,40 - 44,55810.0,822274613.0,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,45 - 49,47065.0,698850938.0,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,50 - 54,42935.0,642370316.0,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,55 - 59,54565.0,862446921.0,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,60 - 64,61330.0,956210084.0,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,65 - 69,44905.0,713131964.0,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,70 - 74,29335.0,472264003.0,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,75 and over,36475.0,598836019.0,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,Under 18,3100.0,53931628.0,1397738.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,18 - 24,75660.0,1422776520.0,23719682.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,25 - 29,30330.0,574711208.0,11092528.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,30 - 34,25450.0,485746732.0,9030263.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,35 - 39,27005.0,518430460.0,9364963.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,40 - 44,27390.0,526725946.0,9879703.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,45 - 49,25990.0,500545189.0,9427552.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,50 - 54,24905.0,486008964.0,9387961.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,55 - 59,9755.0,201553421.0,2949397.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,60 - 64,9240.0,195939005.0,2888632.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,65 - 69,1630.0,37750074.0,1016332.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,70 - 74,705.0,16586813.0,501436.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,75 and over,710.0,13886968.0,602430.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,Under 18,17800.0,236054075.0,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,18 - 24,130200.0,1847923934.0,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,25 - 29,49850.0,726869786.0,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,30 - 34,32240.0,481491057.0,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,35 - 39,28945.0,442756882.0,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,40 - 44,28635.0,436666007.0,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,45 - 49,28900.0,445513002.0,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,50 - 54,28060.0,435453187.0,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,55 - 59,35055.0,574037437.0,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,60 - 64,46075.0,747943510.0,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,65 - 69,45735.0,742776956.0,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,70 - 74,33105.0,534733421.0,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,75 and over,39300.0,644230112.0,0.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,Under 18,5655.0,104040599.0,2168841.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,18 - 24,74465.0,1438906032.0,24085072.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,25 - 29,28880.0,552846394.0,10920194.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,30 - 34,17260.0,333881037.0,6995181.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,35 - 39,13990.0,276120226.0,5777362.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,40 - 44,13645.0,268240682.0,5989577.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,45 - 49,13945.0,274143003.0,6084305.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,50 - 54,14005.0,281699241.0,6271250.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,55 - 59,6360.0,134113934.0,2849155.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,60 - 64,8305.0,180280375.0,3117653.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,65 - 69,1765.0,45599557.0,1244648.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,70 - 74,820.0,21532891.0,600328.0
2010–11,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,75 and over,695.0,14496233.0,600321.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,Under 18,15.0,323658.0,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,18 - 24,6440.0,159914765.0,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,25 - 29,10795.0,273028133.0,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,30 - 34,12200.0,311231844.0,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,35 - 39,13610.0,349523603.0,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,40 - 44,12370.0,318675945.0,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,45 - 49,8620.0,223207544.0,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,50 - 54,5185.0,133287574.0,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,55 - 59,5950.0,151150063.0,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,60 - 64,11415.0,288956142.0,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,65 - 69,29145.0,733219515.0,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,70 - 74,21500.0,536211955.0,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,75 and over,45435.0,1148019415.0,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,Under 18,1735.0,41784007.0,2615962.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,18 - 24,156765.0,4049230928.0,252911300.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,25 - 29,80640.0,2138625733.0,130807169.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,30 - 34,67165.0,1776666581.0,106833183.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,35 - 39,73260.0,1935028197.0,115774058.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,40 - 44,80730.0,2132729525.0,128323584.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,45 - 49,82055.0,2180685077.0,132215250.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,50 - 54,78390.0,2093789864.0,127777181.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,55 - 59,66210.0,1771507683.0,76991954.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,60 - 64,48795.0,1318879753.0,56835830.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,65 - 69,8230.0,247865893.0,8805710.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,70 - 74,3640.0,110877279.0,3687631.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,75 and over,4215.0,122165339.0,3924122.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,18 - 24,1695.0,42278245.0,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,25 - 29,3285.0,82579702.0,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,30 - 34,2870.0,72778877.0,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,35 - 39,2430.0,61518199.0,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,40 - 44,2085.0,53802678.0,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,45 - 49,2000.0,51526873.0,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,50 - 54,2200.0,57393996.0,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,55 - 59,4660.0,121033833.0,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,60 - 64,6430.0,167332582.0,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,65 - 69,29525.0,755908816.0,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,70 - 74,20175.0,511436563.0,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,75 and over,32925.0,829137209.0,0.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,Under 18,4690.0,116563303.0,6939576.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,18 - 24,160785.0,4266424172.0,257908201.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,25 - 29,77700.0,2088309508.0,122780574.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,30 - 34,50465.0,1363790544.0,78163784.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,35 - 39,44045.0,1193638515.0,67565018.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,40 - 44,42675.0,1157631460.0,65468211.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,45 - 49,42185.0,1140112201.0,65179758.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,50 - 54,41435.0,1132533357.0,64659057.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,55 - 59,39380.0,1087089508.0,44207248.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,60 - 64,42820.0,1188296684.0,47910302.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,65 - 69,9750.0,308777276.0,10147346.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,70 - 74,4300.0,138413084.0,4167467.0
2010–11,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,75 and over,4985.0,143422062.0,4081247.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Non Taxable,18 - 24,130.0,4158690.0,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Non Taxable,25 - 29,205.0,6710642.0,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Non Taxable,30 - 34,245.0,7875232.0,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Non Taxable,35 - 39,280.0,9148209.0,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Non Taxable,40 - 44,265.0,8589054.0,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Non Taxable,45 - 49,225.0,7466987.0,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Non Taxable,50 - 54,230.0,7528912.0,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Non Taxable,55 - 59,1370.0,47660500.0,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Non Taxable,60 - 64,1395.0,47123976.0,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Non Taxable,65 - 69,3450.0,115567344.0,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Non Taxable,70 - 74,1730.0,57235035.0,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Non Taxable,75 and over,4460.0,148787142.0,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Taxable,Under 18,475.0,16702904.0,1693380.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Taxable,18 - 24,133165.0,4807865242.0,467714304.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Taxable,25 - 29,108130.0,3985157349.0,376974711.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Taxable,30 - 34,82035.0,3006835435.0,275256289.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Taxable,35 - 39,87515.0,3198637720.0,288743906.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Taxable,40 - 44,97450.0,3559404050.0,324126204.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Taxable,45 - 49,103730.0,3797734017.0,353268591.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Taxable,50 - 54,97705.0,3603717271.0,339251931.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Taxable,55 - 59,79295.0,2946013433.0,236063323.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Taxable,60 - 64,56055.0,2104651399.0,162059685.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Taxable,65 - 69,23640.0,888214479.0,50621571.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Taxable,70 - 74,11985.0,444843760.0,23446511.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Female,Taxable,75 and over,26870.0,963107070.0,40082504.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Non Taxable,18 - 24,90.0,3054392.0,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Non Taxable,25 - 29,245.0,8062381.0,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Non Taxable,30 - 34,260.0,8535640.0,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Non Taxable,35 - 39,190.0,6658916.0,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Non Taxable,40 - 44,160.0,6081042.0,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Non Taxable,45 - 49,200.0,6628825.0,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Non Taxable,50 - 54,190.0,6386704.0,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Non Taxable,55 - 59,1230.0,43117285.0,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Non Taxable,60 - 64,1140.0,38972296.0,0.0
2010–11,"$30,001 to $40,000","$30,001 to $40,000",Male,Non Taxable,65 - 69,6490.0,224567641.0,0.0
