income_year,sex,taxable_status,age_range,normalized_income_range,individuals_count,salary_wages_count,salary_wages_amount,total_income_count,total_income_amount,car_expenses_count,car_expenses_amount,travel_expenses_count,travel_expenses_amount,uniform_expenses_count,uniform_expenses_amount,education_expenses_count,education_expenses_amount,other_work_expenses_count,other_work_expenses_amount,donations_count,donations_amount,tax_affairs_count,tax_affairs_amount,ato_interest_count,ato_interest_amount,litigation_count,litigation_amount,other_tax_affairs_count,other_tax_affairs_amount,total_deductions_count,total_deductions_amount,capital_gains_count,capital_gains_amount,rent_profit_count,rent_profit_amount,rent_loss_count,rent_loss_amount,net_rent_count,net_rent_amount,business_income_count,business_income_amount,business_expenses_count,business_expenses_amount,net_business_count,net_business_amount,taxable_income_count,taxable_income_amount,net_tax_count,net_tax_amount,income_range_display,age_range_display
2010–11,Female,Taxable,00. Under 18,"$6,000 or less",870.0,175.0,413110.0,870.0,3477088.0,0.0,0.0,5.0,354.0,30.0,4724.0,5.0,2516.0,15.0,3123.0,25.0,10731.0,45.0,9060.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,51962.0,60.0,115695.0,5.0,4274.0,5.0,-1667.0,5.0,2607.0,0.0,0.0,0.0,0.0,0.0,0.0,870.0,3425113.0,870.0,194051.0,"$6,000 or less",Under 18
2010–11,Female,Taxable,01. 18 - 24,"$6,000 or less",1030.0,985.0,3002821.0,1030.0,3605076.0,15.0,14640.0,50.0,27934.0,165.0,43756.0,30.0,144362.0,125.0,540581.0,30.0,3465.0,20.0,5294.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,780990.0,5.0,2952.0,5.0,13360.0,5.0,-1246.0,10.0,12114.0,5.0,7134.0,5.0,640.0,5.0,7385.0,1030.0,2812483.0,1030.0,811970.0,"$6,000 or less",18 - 24
2010–11,Female,Taxable,02. 25 - 29,"$6,000 or less",885.0,580.0,1792789.0,875.0,2626943.0,5.0,1247.0,30.0,16035.0,80.0,13877.0,20.0,66263.0,85.0,243484.0,45.0,9208.0,125.0,28321.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,384048.0,30.0,62178.0,100.0,264174.0,15.0,-121422.0,115.0,142752.0,30.0,442761.0,25.0,342766.0,35.0,99995.0,885.0,2187699.0,885.0,616001.0,"$6,000 or less",25 - 29
2010–11,Female,Taxable,03. 30 - 34,"$6,000 or less",825.0,225.0,846038.0,825.0,2408746.0,10.0,12288.0,15.0,18951.0,35.0,9441.0,10.0,70937.0,50.0,143310.0,85.0,27440.0,230.0,72569.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,376856.0,60.0,117527.0,325.0,1003556.0,25.0,-152979.0,345.0,850577.0,45.0,756019.0,35.0,652198.0,45.0,100631.0,825.0,1926259.0,825.0,529063.0,"$6,000 or less",30 - 34
2010–11,Female,Taxable,04. 35 - 39,"$6,000 or less",905.0,85.0,385732.0,900.0,2937051.0,5.0,2215.0,5.0,7433.0,15.0,1521.0,5.0,22419.0,35.0,64089.0,80.0,46444.0,375.0,146212.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,389491.0,60.0,268052.0,600.0,1985708.0,35.0,-233006.0,635.0,1752702.0,30.0,269418.0,20.0,155224.0,30.0,109148.0,900.0,2255698.0,905.0,634083.0,"$6,000 or less",35 - 39
2010–11,Female,Taxable,05. 40 - 44,"$6,000 or less",860.0,70.0,563124.0,855.0,3006858.0,5.0,1260.0,5.0,1428.0,10.0,1297.0,5.0,9004.0,30.0,27915.0,80.0,51360.0,380.0,144487.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,436279.0,65.0,240587.0,625.0,2247864.0,40.0,-497667.0,665.0,1750197.0,10.0,110121.0,10.0,64356.0,15.0,100079.0,855.0,2285341.0,860.0,640811.0,"$6,000 or less",40 - 44
2010–11,Female,Taxable,06. 45 - 49,"$6,000 or less",785.0,55.0,379997.0,780.0,2761820.0,5.0,3815.0,5.0,2122.0,10.0,1750.0,5.0,190.0,25.0,12968.0,60.0,40163.0,385.0,158423.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,338633.0,30.0,159035.0,600.0,2292693.0,25.0,-276275.0,630.0,2016418.0,10.0,75926.0,5.0,58904.0,10.0,-24256.0,780.0,2170756.0,785.0,619992.0,"$6,000 or less",45 - 49
2010–11,Female,Taxable,07. 50 - 54,"$6,000 or less",685.0,40.0,433975.0,685.0,2547818.0,5.0,5394.0,0.0,0.0,5.0,759.0,5.0,4471.0,15.0,8298.0,55.0,20600.0,350.0,133128.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,295898.0,30.0,102540.0,550.0,2068369.0,25.0,-345815.0,575.0,1722554.0,10.0,481546.0,10.0,437499.0,15.0,41178.0,685.0,2000132.0,685.0,563139.0,"$6,000 or less",50 - 54
2010–11,Female,Taxable,08. 55 - 59,"$6,000 or less",605.0,35.0,161665.0,605.0,2348722.0,5.0,592.0,5.0,12.0,5.0,1295.0,5.0,5374.0,10.0,5286.0,30.0,45135.0,300.0,149917.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,345589.0,20.0,161736.0,470.0,1883898.0,15.0,-79881.0,485.0,1804017.0,5.0,9949.0,5.0,7940.0,5.0,-9233.0,600.0,1740415.0,605.0,495208.0,"$6,000 or less",55 - 59
2010–11,Female,Taxable,09. 60 - 64,"$6,000 or less",475.0,20.0,284586.0,475.0,1878075.0,5.0,2464.0,5.0,5719.0,5.0,1565.0,0.0,0.0,10.0,12538.0,35.0,25224.0,255.0,122074.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,273919.0,20.0,95260.0,380.0,1522125.0,10.0,-266157.0,390.0,1255968.0,5.0,14567.0,5.0,12627.0,5.0,-84819.0,475.0,1465814.0,475.0,417593.0,"$6,000 or less",60 - 64
2010–11,Female,Taxable,10. 65 - 69,"$6,000 or less",245.0,5.0,12315.0,245.0,849997.0,5.0,74.0,5.0,60.0,5.0,50.0,0.0,0.0,5.0,80.0,10.0,3332.0,120.0,67032.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,89918.0,15.0,8683.0,195.0,721488.0,5.0,-499.0,195.0,720989.0,5.0,4470.0,5.0,15.0,5.0,4455.0,245.0,735859.0,245.0,209553.0,"$6,000 or less",65 - 69
2010–11,Female,Taxable,11. 70 - 74,"$6,000 or less",110.0,5.0,5049.0,110.0,430833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,31.0,5.0,47338.0,55.0,15707.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,67983.0,5.0,9788.0,90.0,327407.0,5.0,-893.0,90.0,326514.0,5.0,50930.0,5.0,8430.0,5.0,42500.0,110.0,329535.0,110.0,93241.0,"$6,000 or less",70 - 74
2010–11,Female,Taxable,12. 75 and over,"$6,000 or less",120.0,5.0,4283.0,120.0,466971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2616.0,65.0,41614.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,45924.0,10.0,34325.0,80.0,331689.0,5.0,-1157.0,80.0,330532.0,5.0,3376.0,0.0,0.0,5.0,3376.0,120.0,382021.0,120.0,109793.0,"$6,000 or less",75 and over
2010–11,Male,Non Taxable,00. Under 18,"$6,000 or less",50330.0,30890.0,95537133.0,49225.0,152991325.0,200.0,233334.0,370.0,102613.0,9170.0,1298239.0,530.0,578759.0,4100.0,889694.0,1480.0,58673.0,900.0,117648.0,0.0,0.0,0.0,0.0,0.0,0.0,12495.0,3437037.0,1055.0,981356.0,10.0,26248.0,5.0,-23592.0,20.0,2656.0,155.0,680542.0,115.0,613136.0,170.0,-13305.0,49125.0,149986020.0,0.0,0.0,"$6,000 or less",Under 18
2010–11,Male,Non Taxable,01. 18 - 24,"$6,000 or less",56745.0,47940.0,174370992.0,54745.0,194549982.0,1500.0,2796524.0,1405.0,1118827.0,10510.0,2420723.0,1790.0,8145025.0,5905.0,2916531.0,2705.0,299035.0,3105.0,520501.0,0.0,0.0,0.0,0.0,0.0,0.0,17250.0,18810665.0,360.0,482733.0,55.0,146141.0,400.0,-5164341.0,450.0,-5018200.0,2290.0,62456446.0,1730.0,65046546.0,2310.0,-4905920.0,53660.0,187150311.0,0.0,0.0,"$6,000 or less",18 - 24
2010–11,Male,Non Taxable,02. 25 - 29,"$6,000 or less",27805.0,18185.0,87985671.0,25915.0,62739435.0,865.0,2050023.0,780.0,965754.0,3455.0,814576.0,640.0,6380836.0,2635.0,3490857.0,1110.0,502422.0,3195.0,1364425.0,0.0,0.0,0.0,0.0,0.0,0.0,8235.0,17347381.0,330.0,1000308.0,180.0,501203.0,1750.0,-23587590.0,1930.0,-23086387.0,3975.0,235763986.0,3185.0,246642520.0,4035.0,-18856968.0,22700.0,76165902.0,0.0,0.0,"$6,000 or less",25 - 29
2010–11,Male,Non Taxable,03. 30 - 34,"$6,000 or less",21990.0,9415.0,71086776.0,19535.0,-3805476.0,780.0,2447688.0,505.0,927772.0,2365.0,523855.0,395.0,2516254.0,2115.0,2908448.0,1015.0,432669.0,4470.0,3005231.0,0.0,0.0,0.0,0.0,0.0,0.0,8125.0,18788614.0,535.0,4325146.0,470.0,1816688.0,3535.0,-61988288.0,4010.0,-60171600.0,4295.0,754912203.0,4040.0,842016292.0,4410.0,-38989934.0,13505.0,42259710.0,0.0,0.0,"$6,000 or less",30 - 34
2010–11,Male,Non Taxable,04. 35 - 39,"$6,000 or less",24035.0,7110.0,80381966.0,20895.0,-5843106.0,815.0,3113553.0,420.0,878907.0,2110.0,667259.0,310.0,1267865.0,2060.0,3029091.0,1145.0,476778.0,6075.0,6847656.0,0.0,0.0,0.0,0.0,0.0,0.0,9610.0,27004564.0,805.0,10012043.0,855.0,3444742.0,4760.0,-70793712.0,5615.0,-67348970.0,5450.0,1453433074.0,5410.0,769243366.0,5610.0,-56068811.0,12090.0,34842061.0,0.0,0.0,"$6,000 or less",35 - 39
2010–11,Male,Non Taxable,05. 40 - 44,"$6,000 or less",26755.0,6670.0,90118935.0,23060.0,-26952636.0,885.0,3140944.0,405.0,1290364.0,1975.0,515642.0,230.0,1038864.0,2090.0,2868278.0,1305.0,955880.0,6955.0,7770920.0,0.0,0.0,0.0,0.0,0.0,0.0,10850.0,41632279.0,1020.0,11895991.0,1230.0,5867990.0,5300.0,-91298888.0,6530.0,-85430898.0,6320.0,1512786098.0,6385.0,1469645508.0,6545.0,-75780749.0,12465.0,35656276.0,0.0,0.0,"$6,000 or less",40 - 44
2010–11,Male,Non Taxable,06. 45 - 49,"$6,000 or less",28225.0,6325.0,97549589.0,24580.0,-22206557.0,835.0,3225917.0,375.0,1030030.0,1890.0,394425.0,195.0,613080.0,2080.0,3704403.0,1430.0,620626.0,7385.0,9410129.0,0.0,0.0,0.0,0.0,0.0,0.0,11400.0,47310981.0,1310.0,21322563.0,1445.0,8580307.0,5415.0,-98441312.0,6860.0,-89861005.0,7135.0,1600258135.0,7225.0,1654835523.0,7355.0,-95438718.0,13005.0,36813107.0,0.0,0.0,"$6,000 or less",45 - 49
2010–11,Male,Non Taxable,07. 50 - 54,"$6,000 or less",28590.0,5985.0,94802958.0,25665.0,6283472.0,780.0,3021709.0,325.0,1140041.0,1765.0,406967.0,140.0,364762.0,2025.0,2783123.0,1500.0,1399149.0,7610.0,15617695.0,0.0,0.0,0.0,0.0,0.0,0.0,11695.0,64094894.0,1550.0,22995340.0,1700.0,9948566.0,5365.0,-93926157.0,7065.0,-83977591.0,7210.0,1509145234.0,7325.0,1568304458.0,7445.0,-96009598.0,13580.0,38024527.0,0.0,0.0,"$6,000 or less",50 - 54
2010–11,Male,Non Taxable,08. 55 - 59,"$6,000 or less",28625.0,5500.0,84580803.0,26325.0,-26409860.0,680.0,2585474.0,275.0,1044108.0,1480.0,297247.0,100.0,198206.0,1770.0,3386848.0,1690.0,844946.0,7570.0,18465090.0,0.0,0.0,0.0,0.0,0.0,0.0,11410.0,64566596.0,1605.0,21110651.0,1945.0,11695389.0,5000.0,-88934266.0,6945.0,-77238877.0,6660.0,1192561849.0,6805.0,1273999907.0,6910.0,-105832361.0,14660.0,40236436.0,0.0,0.0,"$6,000 or less",55 - 59
2010–11,Male,Non Taxable,09. 60 - 64,"$6,000 or less",45600.0,7500.0,68225507.0,43225.0,25428207.0,885.0,3122092.0,320.0,797057.0,1600.0,1223539.0,85.0,152287.0,2340.0,3782574.0,4555.0,2201298.0,12775.0,128136612.0,0.0,0.0,0.0,0.0,0.0,0.0,18370.0,192728739.0,2715.0,29772835.0,3225.0,14700541.0,5920.0,-104738367.0,9145.0,-90037826.0,7285.0,1045145101.0,7455.0,1119619709.0,7645.0,-97819159.0,29690.0,74683647.0,0.0,0.0,"$6,000 or less",60 - 64
2010–11,Male,Non Taxable,10. 65 - 69,"$6,000 or less",34930.0,3125.0,28453390.0,33815.0,41545344.0,450.0,1430389.0,160.0,360284.0,525.0,98005.0,25.0,40849.0,1020.0,1214352.0,3165.0,2918320.0,7105.0,12959689.0,0.0,0.0,0.0,0.0,0.0,0.0,10335.0,49191287.0,1620.0,14843816.0,2065.0,12176765.0,2960.0,-39048925.0,5025.0,-26872160.0,3765.0,544367847.0,3905.0,591011541.0,4010.0,-65599252.0,25695.0,55741323.0,0.0,0.0,"$6,000 or less",65 - 69
2010–11,Male,Non Taxable,11. 70 - 74,"$6,000 or less",26470.0,1065.0,9604522.0,25930.0,36519504.0,155.0,486902.0,60.0,165984.0,120.0,19712.0,10.0,28443.0,370.0,599302.0,1805.0,2316238.0,3510.0,9664991.0,0.0,0.0,0.0,0.0,0.0,0.0,5145.0,28358420.0,905.0,7227848.0,955.0,5932437.0,1105.0,-15123442.0,2065.0,-9191005.0,1760.0,347839904.0,1825.0,383199796.0,1865.0,-39343847.0,21880.0,39029743.0,0.0,0.0,"$6,000 or less",70 - 74
2010–11,Male,Non Taxable,12. 75 and over,"$6,000 or less",34780.0,330.0,3481139.0,34240.0,89784987.0,60.0,193808.0,25.0,88537.0,20.0,11834.0,10.0,3832.0,95.0,233948.0,1415.0,19424024.0,2655.0,2542725.0,0.0,0.0,0.0,0.0,0.0,0.0,3835.0,34400022.0,620.0,13415793.0,680.0,5408553.0,520.0,-11755532.0,1200.0,-6346979.0,1180.0,278797982.0,1270.0,307976301.0,1280.0,-35209583.0,31490.0,52387421.0,0.0,0.0,"$6,000 or less",75 and over
2010–11,Male,Taxable,00. Under 18,"$6,000 or less",930.0,210.0,454652.0,930.0,3715954.0,5.0,112.0,5.0,300.0,50.0,6839.0,5.0,7484.0,20.0,3640.0,25.0,10023.0,40.0,8775.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,65732.0,60.0,95324.0,0.0,0.0,5.0,-1667.0,5.0,-1667.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,3650099.0,930.0,216048.0,"$6,000 or less",Under 18
2010–11,Male,Taxable,01. 18 - 24,"$6,000 or less",880.0,810.0,2635732.0,875.0,2886526.0,30.0,32775.0,60.0,28154.0,155.0,32768.0,15.0,44654.0,140.0,104819.0,20.0,2048.0,15.0,2697.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,249802.0,5.0,14059.0,5.0,3713.0,5.0,-13799.0,5.0,-10086.0,20.0,235972.0,15.0,175738.0,20.0,54576.0,880.0,2626527.0,880.0,756193.0,"$6,000 or less",18 - 24
2010–11,Male,Taxable,02. 25 - 29,"$6,000 or less",940.0,565.0,1866349.0,930.0,2910787.0,20.0,17324.0,30.0,30336.0,95.0,32949.0,15.0,29497.0,95.0,386343.0,35.0,9874.0,115.0,31669.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,552937.0,60.0,115517.0,70.0,219270.0,20.0,-119760.0,90.0,99510.0,75.0,874983.0,70.0,734146.0,75.0,142558.0,940.0,2333463.0,940.0,657952.0,"$6,000 or less",25 - 29
2010–11,Male,Taxable,03. 30 - 34,"$6,000 or less",980.0,230.0,931727.0,975.0,2996454.0,10.0,12451.0,15.0,32472.0,35.0,19424.0,10.0,31749.0,60.0,227807.0,65.0,22113.0,275.0,88020.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,550448.0,80.0,162424.0,325.0,1042056.0,45.0,-379780.0,370.0,662276.0,80.0,1299042.0,75.0,1124210.0,85.0,173729.0,980.0,2230737.0,980.0,608236.0,"$6,000 or less",30 - 34
2010–11,Male,Taxable,04. 35 - 39,"$6,000 or less",960.0,125.0,489929.0,955.0,3029222.0,5.0,1734.0,5.0,10807.0,15.0,7402.0,5.0,10710.0,40.0,158786.0,80.0,39629.0,365.0,139448.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,435886.0,95.0,246250.0,515.0,1771796.0,25.0,-142677.0,535.0,1629119.0,55.0,697233.0,50.0,583196.0,55.0,112581.0,960.0,2343391.0,960.0,638330.0,"$6,000 or less",35 - 39
2010–11,Male,Taxable,05. 40 - 44,"$6,000 or less",1025.0,100.0,808662.0,1020.0,4010772.0,5.0,10112.0,10.0,14730.0,15.0,11624.0,5.0,10704.0,35.0,76339.0,100.0,63384.0,440.0,207321.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,737657.0,75.0,305090.0,640.0,2360996.0,55.0,-444394.0,695.0,1916602.0,40.0,389819.0,30.0,296638.0,40.0,47058.0,1025.0,2675944.0,1025.0,735119.0,"$6,000 or less",40 - 44
2010–11,Male,Taxable,06. 45 - 49,"$6,000 or less",955.0,95.0,553189.0,950.0,3882810.0,5.0,11929.0,5.0,9481.0,15.0,2345.0,5.0,1088.0,25.0,31240.0,85.0,46638.0,465.0,218995.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,471776.0,55.0,483197.0,660.0,2546704.0,30.0,-358955.0,695.0,2187749.0,20.0,433042.0,20.0,391182.0,25.0,40080.0,955.0,2758409.0,955.0,766638.0,"$6,000 or less",45 - 49
2010–11,Male,Taxable,07. 50 - 54,"$6,000 or less",885.0,75.0,557170.0,885.0,3650547.0,5.0,1203.0,5.0,7578.0,10.0,1488.0,5.0,300.0,25.0,35094.0,75.0,30698.0,430.0,343451.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,714778.0,40.0,359759.0,620.0,2571988.0,40.0,-637405.0,660.0,1934583.0,20.0,682591.0,20.0,654622.0,25.0,28744.0,880.0,2422115.0,885.0,669427.0,"$6,000 or less",50 - 54
2010–11,Male,Taxable,08. 55 - 59,"$6,000 or less",745.0,50.0,552314.0,740.0,2929404.0,5.0,14839.0,5.0,2722.0,5.0,758.0,5.0,225.0,20.0,14534.0,40.0,18850.0,380.0,169952.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,487356.0,35.0,267119.0,530.0,2152574.0,35.0,-564941.0,565.0,1587633.0,15.0,425419.0,15.0,368924.0,25.0,-121073.0,740.0,2183545.0,745.0,603554.0,"$6,000 or less",55 - 59
2010–11,Male,Taxable,09. 60 - 64,"$6,000 or less",650.0,45.0,377644.0,650.0,2843920.0,5.0,2016.0,5.0,3976.0,5.0,761.0,5.0,2150.0,20.0,16051.0,45.0,47851.0,330.0,163888.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,542661.0,25.0,235022.0,465.0,1961361.0,15.0,-243743.0,480.0,1717618.0,15.0,88828.0,10.0,61191.0,15.0,-38273.0,650.0,1952449.0,650.0,532973.0,"$6,000 or less",60 - 64
2010–11,Male,Taxable,10. 65 - 69,"$6,000 or less",320.0,10.0,20293.0,320.0,1469058.0,0.0,0.0,0.0,0.0,5.0,300.0,0.0,0.0,5.0,2279.0,15.0,76187.0,170.0,104423.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,449181.0,10.0,35311.0,250.0,1105573.0,5.0,-9377.0,255.0,1096196.0,10.0,5165352.0,5.0,5460196.0,10.0,-281097.0,320.0,953603.0,320.0,267324.0,"$6,000 or less",65 - 69
